position,feature,paper_feature_family,unary_or_pairwise,raw_or_temporal_summary,causal_status,required_track_history,validity_or_missingness_field,included_full_132,included_reduced_52,selection_rationale,meaning,normalization,expected_range,status,implementation_source,implementation_source_sha256
68,F5_roll_std_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,first_two_valid_track_observations,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_std transform of nearby-track IoU/contact,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
69,F5_roll_sum_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_sum transform of nearby-track IoU/contact,inherits base signal,sum of up to 10 causal base values,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
70,F6_lag_1,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 1 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
71,F6_lag_2,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 2 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
72,F6_lag_3,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 3 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
73,F6_lag_5,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 5 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
74,F6_lag_8,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 8 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
75,F6_roll_mean_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_mean transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
76,F6_roll_max_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_max transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
77,F6_roll_std_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,first_two_valid_track_observations,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_std transform of nearby-track speed,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
78,F6_roll_sum_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_sum transform of nearby-track speed,inherits base signal,sum of up to 10 causal base values,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
79,F7_lag_1,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 1 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of velocity-direction similarity,inherits base signal,"[-1,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
80,F7_lag_2,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 2 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of velocity-direction similarity,inherits base signal,"[-1,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
81,F7_lag_3,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 3 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of velocity-direction similarity,inherits base signal,"[-1,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
82,F7_lag_5,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 5 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of velocity-direction similarity,inherits base signal,"[-1,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
83,F7_lag_8,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 8 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of velocity-direction similarity,inherits base signal,"[-1,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
84,F7_roll_mean_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_mean transform of velocity-direction similarity,inherits base signal,"[-1,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
85,F7_roll_max_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_max transform of velocity-direction similarity,inherits base signal,"[-1,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
86,F7_roll_std_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,first_two_valid_track_observations,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_std transform of velocity-direction similarity,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
87,F7_roll_sum_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_sum transform of velocity-direction similarity,inherits base signal,sum of up to 10 causal base values,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
88,F10_lag_1,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 1 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of trajectory curvature,inherits base signal,"[0,2]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
89,F10_diff_1,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 1 prior 5-Hz samples,prefix_or_missing_base,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,difference transform of trajectory curvature,inherits base signal,signed difference; range inherited pairwise from base,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
90,F10_lag_2,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 2 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of trajectory curvature,inherits base signal,"[0,2]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
91,F10_lag_3,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 3 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of trajectory curvature,inherits base signal,"[0,2]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
92,F10_lag_5,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 5 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of trajectory curvature,inherits base signal,"[0,2]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
93,F10_lag_8,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 8 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of trajectory curvature,inherits base signal,"[0,2]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
94,F10_roll_mean_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_mean transform of trajectory curvature,inherits base signal,"[0,2]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
95,F10_roll_max_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_max transform of trajectory curvature,inherits base signal,"[0,2]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
96,F10_roll_std_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,first_two_valid_track_observations,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_std transform of trajectory curvature,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
97,F10_roll_sum_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_sum transform of trajectory curvature,inherits base signal,sum of up to 10 causal base values,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
98,F11_lag_1,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 1 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
99,F11_diff_1,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 1 prior 5-Hz samples,prefix_or_missing_base,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,difference transform of aspect-ratio change,inherits base signal,signed difference; range inherited pairwise from base,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
100,F11_lag_2,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 2 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
101,F11_lag_3,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 3 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
102,F11_lag_5,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 5 prior 5-Hz samples,prefix_and_track_gap,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",lag transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
103,F11_lag_8,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 8 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
104,F11_roll_mean_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_mean transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
105,F11_roll_max_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_max transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
106,F11_roll_std_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,first_two_valid_track_observations,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_std transform of aspect-ratio change,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
107,F11_roll_sum_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_sum transform of aspect-ratio change,inherits base signal,sum of up to 10 causal base values,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
108,F19_lag_1,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 1 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
109,F19_lag_2,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 2 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
110,F19_lag_3,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 3 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
111,F19_lag_5,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 5 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
112,F19_lag_8,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 8 prior 5-Hz samples,prefix_and_track_gap,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,lag transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
113,F19_roll_mean_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_mean transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
114,F19_roll_max_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_max transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
115,F19_roll_std_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,first_two_valid_track_observations,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_std transform of persistent contact,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
116,F19_roll_sum_10,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_sum transform of persistent contact,inherits base signal,sum of up to 10 causal base values,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
117,F0_ewm,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,ewm transform of local interaction energy,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
118,F1_ewm,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,ewm transform of recent acceleration,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
119,F2_ewm,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,ewm transform of speed-drop ratio,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
120,F5_ewm,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,ewm transform of nearby-track IoU/contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
121,F19_ewm,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,ewm transform of persistent contact,inherits base signal,"[0,1]",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
122,F1_high_streak,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to unbounded_causal_run prior 5-Hz samples,none,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,streak transform of recent acceleration,inherits base signal,"[0,inf) integer count",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
123,F2_high_streak,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to unbounded_causal_run prior 5-Hz samples,none,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,streak transform of speed-drop ratio,inherits base signal,"[0,inf) integer count",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
124,F5_contact_streak,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to unbounded_causal_run prior 5-Hz samples,none,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,streak transform of nearby-track IoU/contact,inherits base signal,"[0,inf) integer count",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
125,F19_contact_streak,temporal summaries,pair-context,temporal_summary,causal/trailing-only,current plus up to unbounded_causal_run prior 5-Hz samples,none,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,streak transform of persistent contact,inherits base signal,"[0,inf) integer count",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
126,F1_F2_interaction,temporal summaries,unary,temporal_summary,causal/trailing-only,current sample,none,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,interaction_product transform of recent acceleration,inherits base signal,"[0,inf)",active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
127,bbox_center_jitter_roll_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_mean transform of box-center jitter,inherits base signal,documented_current_range,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
128,bbox_scale_jitter_roll_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_mean transform of box-scale jitter,inherits base signal,documented_current_range,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
129,bbox_aspect_jitter_roll_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,True,"retained by frozen train-OOF utility, stability, redundancy, and family-coverage rule",rolling_mean transform of box-aspect jitter,inherits base signal,documented_current_range,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
130,valid_physics_mask_roll_mean_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_mean transform of physics-validity mask,inherits base signal,documented_current_range,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
131,track_fragment_risk_roll_mean_10,temporal summaries,unary,temporal_summary,causal/trailing-only,current plus up to 9 prior 5-Hz samples,inherits base missingness only when causal prefix has no valid value,True,False,excluded by frozen train-OOF reduction rule; remains in full contract,rolling_mean transform of fragment risk,inherits base signal,documented_current_range,active_temporal_transform,phase3_features_v10safe.py:build_temporal_features:74,5dc602c4b4d1ced1369e7a071ec8b85b43ec6bc7349ce20255b2ded896e0f4b3
